Complexity metrics,Sun, 4 Dec 2022 04:19:03 WET
Method,CogC,ev(G),iv(G),v(G)
net.sourceforge.ganttproject.gui.projectwizard.I18N.getProjectWeekendPageTitle(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.I18N.getRoleSetDisplayName(RoleSet),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.I18N.getRolesetTooltipFooter(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.I18N.getRolesetTooltipHeader(String),0,1,1,1
"net.sourceforge.ganttproject.gui.projectwizard.NewProjectWizard.createNewProject(IGanttProject, UIFacade)",0,1,1,1
"net.sourceforge.ganttproject.gui.projectwizard.NewProjectWizardWindow.NewProjectWizardWindow(IGanttProject, UIFacade, I18N)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.NewProjectWizardWindow.addProjectNamePage(IGanttProject),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.NewProjectWizardWindow.addRoleSetPage(RoleSet[]),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.NewProjectWizardWindow.addWeekendConfigurationPage(IGanttProject),1,1,2,2
net.sourceforge.ganttproject.gui.projectwizard.NewProjectWizardWindow.onOkPressed(),0,1,1,1
"net.sourceforge.ganttproject.gui.projectwizard.ProjectNamePage.ProjectNamePage(IGanttProject, I18N)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.ProjectNamePage.getComponent(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.ProjectNamePage.getTitle(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.ProjectNamePage.setActive(boolean),1,1,2,2
"net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetListModel.RoleSetListModel(RoleSet[], I18N)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetListModel.createTooltipText(RoleSet),1,1,2,2
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetListModel.getCellRenderer(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetListModel.getElementAt(int),0,1,1,1
"net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetListModel.getListCellRendererComponent(JList, Object, int, boolean, boolean)",1,1,2,2
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetListModel.getSize(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetListModel.isTheOnlyEnabled(RoleSet),4,3,3,4
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetListModel.toggle(int),1,1,2,2
"net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.RoleSetPage(RoleSet[], I18N)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.getComponent(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.getTitle(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage.setActive(boolean),0,1,1,1
"net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.CalendarOption.CalendarOption(GPCalendar, List<GPCalendar>)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.CalendarOption.objectToString(GPCalendar),0,1,1,1
"net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.CheckBoxAction.CheckBoxAction(GPCalendar, int, String, ButtonModel, Supplier<Integer>)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.CheckBoxAction.actionPerformed(ActionEvent),4,1,2,3
"net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.WeekendConfigurationPage(GPCalendarCalc, I18N, UIFacade)",13,1,6,7
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.WeekendSchedulingOption.WeekendSchedulingOption(SchedulingEnum),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.WeekendSchedulingOption.objectToString(SchedulingEnum),0,1,1,1
"net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.append(List<T>, T...)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.createCalendarOption(GPCalendar),7,1,4,4
"net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.createWeekendCheckBoxes(GPCalendar, String[])",8,1,3,5
"net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.fillCustomCalendar(List<CalendarEvent>, GPCalendar)",1,1,2,2
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.getComponent(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.getTitle(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.isChanged(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.setActive(boolean),1,1,2,2
net.sourceforge.ganttproject.gui.projectwizard.WeekendConfigurationPage.updateBasedOnLabel(GPCalendar),2,1,2,2
"net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.WizardImpl(UIFacade, String)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.addPage(WizardPage),0,1,1,1
"net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.addPageComponent(WizardPage, int)",0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.adjustButtonState(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.backPage(),1,1,2,2
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.canFinish(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.getCurrentPage(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.getDialog(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.getUIFacade(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.nextPage(),1,1,2,2
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.onCancelPressed(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.onOkPressed(),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.removePage(WizardPage),0,1,1,1
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.removePageComponent(WizardPage),1,1,2,2
net.sourceforge.ganttproject.gui.projectwizard.WizardImpl.show(),1,1,2,2
net.sourceforge.ganttproject.gui.scrolling.ScrollingManagerImpl.ScrollingManagerImpl(),0,1,1,1
net.sourceforge.ganttproject.gui.scrolling.ScrollingManagerImpl.addScrollingListener(ScrollingListener),0,1,1,1
net.sourceforge.ganttproject.gui.scrolling.ScrollingManagerImpl.removeScrollingListener(ScrollingListener),0,1,1,1
net.sourceforge.ganttproject.gui.scrolling.ScrollingManagerImpl.scrollBy(TimeDuration),1,1,2,2
net.sourceforge.ganttproject.gui.scrolling.ScrollingManagerImpl.scrollBy(int),1,1,2,2
net.sourceforge.ganttproject.gui.scrolling.ScrollingManagerImpl.scrollTo(Date),1,1,2,2
"net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.ColumnManagerPanel(CustomPropertyManager, ColumnList)",0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.DefaultValueOption.DefaultValueOption(),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.DefaultValueOption.commit(),3,1,3,3
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.DefaultValueOption.reloadValue(CustomPropertyDefinition),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.DefaultValueOption.setValue(Boolean),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.IsVisibleOption.IsVisibleOption(),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.IsVisibleOption.commit(),1,1,2,2
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.IsVisibleOption.findColumn(CustomPropertyDefinition),3,3,2,3
"net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.IsVisibleOption.setVisible(CustomPropertyDefinition, boolean)",1,1,2,2
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.IsVisibleOption.setVisibleFields(ColumnList),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.NameOption.NameOption(),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.NameOption.commit(),1,1,2,2
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.NameOption.reloadValue(CustomPropertyDefinition),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.PropertyClassOption.PropertyClassOption(),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.PropertyClassOption.commit(),3,1,5,5
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.PropertyClassOption.getCustomPropertyClass(String),3,3,2,3
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.PropertyClassOption.objectToString(CustomPropertyClass),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.PropertyClassOption.reloadValue(CustomPropertyDefinition),0,1,1,1
"net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.PropertyClassOption.resetValue(String, boolean, Object)",0,1,1,1
"net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.PropertyClassOption.setUIControls(CardLayout, JPanel)",0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.commitCustomPropertyEdit(),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.createComponent(),31,8,10,12
"net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.createDefaultFieldDefinitions(ColumnList, List<CustomPropertyDefinition>, List<CustomPropertyDefinition>)",3,1,4,4
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.getFieldsComponent(),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.isEditable(CustomPropertyDefinition),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.setDefaultValuePanelEnabled(boolean),0,1,1,1
net.sourceforge.ganttproject.gui.tableView.ColumnManagerPanel.setSelectedDefinition(CustomPropertyDefinition),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.CommonPanel.createTableAndActions(JComponent, JComponent)",0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.CommonPanel.setupComboBoxEditor(TableColumn, Object[])",1,1,2,2
net.sourceforge.ganttproject.gui.taskproperties.CommonPanel.setupTableUI(JXTable),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.CustomColumnTableModel(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.getColumnClass(int),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.getColumnCount(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.getColumnName(int),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.getRowCount(),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.getValueAt(int, int)",8,7,7,8
"net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.isCellEditable(int, int)",0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.reload(),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnTableModel.setValueAt(Object, int, int)",3,3,2,4
"net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.CustomColumnsPanel(CustomPropertyManager, UIFacade, CustomPropertyHolder, ColumnList)",0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.commit(),1,1,2,2
net.sourceforge.ganttproject.gui.taskproperties.CustomColumnsPanel.getComponent(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.DependencyTableModel(Task),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.MyColumn.MyColumn(String, boolean)",0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.MyColumn.getCaption(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.MyColumn.getTableColumn(JTable),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.MyColumn.isEditable(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.TaskComboItem.TaskComboItem(Task),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.TaskComboItem.equals(Object),1,2,1,2
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.TaskComboItem.hashCode(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.TaskComboItem.toString(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.commit(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.createDependency(Object),1,1,2,2
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.delete(int[]),2,1,3,3
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.getColumnCount(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.getColumnName(int),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.getDependencies(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.getRowCount(),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.getValueAt(int, int)",3,7,9,10
"net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.isCellEditable(int, int)",1,1,2,2
"net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.setValueAt(Object, int, int)",6,2,4,5
"net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModel.updateDependency(Object, int, int)",6,2,5,7
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModelTest.testBasicDependencyAdd(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModelTest.testEmptyModel(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.DependencyTableModelTest.testSubsequentDependeeChange_Issue1618(),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.Column.Column(String, Class<?>)",0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.Column.getColumnClass(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.Column.getName(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.ResourcesTableModel(ResourceAssignmentCollection),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.commit(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.createAssignment(Object),3,1,2,3
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.delete(int[]),4,1,4,4
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.getColumnClass(int),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.getColumnCount(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.getColumnName(int),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.getResourcesAssignments(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.getRowCount(),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.getValueAt(int, int)",8,2,3,8
"net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.isCellEditable(int, int)",4,1,5,5
net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.isChanged(),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.setValueAt(Object, int, int)",5,2,3,3
"net.sourceforge.ganttproject.gui.taskproperties.ResourcesTableModel.updateAssignment(Object, int, int)",4,1,7,7
"net.sourceforge.ganttproject.gui.taskproperties.TaskAllocationsPanel.TaskAllocationsPanel(Task, HumanResourceManager, RoleManager)",0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskAllocationsPanel.commit(),2,1,3,3
net.sourceforge.ganttproject.gui.taskproperties.TaskAllocationsPanel.createCostPanel(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskAllocationsPanel.getComponent(),6,1,5,5
net.sourceforge.ganttproject.gui.taskproperties.TaskAllocationsPanel.getTable(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskDependenciesPanel.commit(),1,1,2,2
net.sourceforge.ganttproject.gui.taskproperties.TaskDependenciesPanel.getComponent(),5,1,4,4
net.sourceforge.ganttproject.gui.taskproperties.TaskDependenciesPanel.getTable(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskDependenciesPanel.getTask(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskDependenciesPanel.getTaskManager(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskDependenciesPanel.init(Task),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.TaskDependenciesPanel.setUpPredecessorComboColumn(TableColumn, JTable)",8,2,4,5
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.TaskScheduleDatesPanel(UIFacade),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.adjustLength(),2,1,2,2
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.changeLength(int),3,1,2,3
"net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.createLabel(String, BooleanOption, JComponent, GPAction)",0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.createLockAction(String, BooleanOption)",0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.fireDurationChanged(),1,1,1,2
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.getCalendar(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.getEnd(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.getLength(),1,1,1,2
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.getStart(),0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.insertInto(JPanel),0,1,1,1
"net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.setEnd(GanttCalendar, boolean)",5,2,4,5
"net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.setStart(GanttCalendar, boolean)",6,2,4,5
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.setUnpluggedClone(Task),2,1,2,2
"net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.setupFields(boolean, boolean)",5,1,3,3
"net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.showPopup(List<Action>, JComponent, JComponent)",0,1,1,1
net.sourceforge.ganttproject.gui.taskproperties.TaskScheduleDatesPanel.swapLocks(BooleanOption),0,1,1,1
"net.sourceforge.ganttproject.gui.view.ViewHolder.ViewHolder(ViewManagerImpl, GanttTabbedPane, GPView, Icon)",0,1,1,1
net.sourceforge.ganttproject.gui.view.ViewHolder.decreaseIndex(),1,1,1,2
net.sourceforge.ganttproject.gui.view.ViewHolder.getMyIndex(),0,1,1,1
net.sourceforge.ganttproject.gui.view.ViewHolder.isVisible(),0,1,1,1
net.sourceforge.ganttproject.gui.view.ViewHolder.languageChanged(Event),1,1,2,2
net.sourceforge.ganttproject.gui.view.ViewHolder.selectionChanged(),0,1,1,1
net.sourceforge.ganttproject.gui.view.ViewHolder.setActive(boolean),2,1,2,2
net.sourceforge.ganttproject.gui.view.ViewHolder.setVisible(boolean),2,1,2,2
"net.sourceforge.ganttproject.gui.view.ViewManagerImpl.ViewManagerImpl(IGanttProject, UIFacade, GanttTabbedPane, GPUndoManager)",4,2,2,3
net.sourceforge.ganttproject.gui.view.ViewManagerImpl.activateNextView(),0,1,1,1
net.sourceforge.ganttproject.gui.view.ViewManagerImpl.activatePrevView(),0,1,1,1
"net.sourceforge.ganttproject.gui.view.ViewManagerImpl.createView(GPView, Icon)",0,1,1,1
net.sourceforge.ganttproject.gui.view.ViewManagerImpl.decreaseIndexes(GPView),1,1,2,2
